items,date,order_id,order_accepted,order_refused_reason,calories,price
"['veggie burger', 'cheesy combo']",2022-01-18,1923,True,,1470,17
"['lemonade', 'salad']",2022-01-18,1924,True,,105,6
['salad'],2022-01-18,1925,True,,15,4
"['vegan burger', 'cheesy combo', 'vegan combo']",2022-01-18,1926,True,,1875,27
"['hamburger', 'hamburger', 'sweet potatoes', 'vegan combo']",2022-01-18,1927,True,,1885,23
"['hamburger', 'cheesy combo', 'cheesy combo']",2022-01-18,1928,False,Total calories exceeds 2000,2740,27
"['vegan burger', 'lemonade', 'sweet potatoes']",2022-01-18,1929,True,,670,11
"['veggie combo', 'vegan combo']",2022-01-18,1930,True,,1155,20
"['veggie burger', 'hamburger', 'vegan burger']",2022-01-18,1931,True,,1350,17
"['sweet potatoes', 'vegan combo', 'cheesy combo']",2022-01-18,1932,True,,1755,24
['vegan burger'],2022-01-18,1933,True,,350,6
"['lemonade', 'vegan burger', 'veggie combo']",2022-01-18,1934,True,,1140,18
"['salad', 'veggie burger', 'vegan burger', 'vegan combo']",2022-01-18,1935,True,,1220,26
"['sweet potatoes', 'veggie combo']",2022-01-18,1936,True,,930,13
"['hamburger', 'veggie burger', 'veggie combo']",2022-01-18,1937,True,,1700,21
"['lemonade', 'veggie burger']",2022-01-18,1938,True,,490,8
"['iced tea', 'vegan burger', 'veggie burger']",2022-01-18,1939,True,,820,14
"['cheesy combo', 'vegan combo']",2022-01-18,1940,True,,1525,21
"['cheesy combo', 'cheesy combo']",2022-01-18,1941,False,Total calories exceeds 2000,2140,22
"['cheese burger', 'lemonade']",2022-01-18,1942,True,,840,9
"['lemonade', 'cheesy combo', 'veggie combo']",2022-01-18,1943,True,,1860,23
"['vegan combo', 'cheesy combo']",2022-01-18,1944,True,,1525,21
"['veggie burger', 'hamburger']",2022-01-18,1945,True,,1000,11
"['cheese burger', 'sweet potatoes']",2022-01-18,1946,True,,980,10
"['veggie burger', 'lemonade', 'veggie combo']",2022-01-18,1947,True,,1190,18
"['hamburger', 'lemonade', 'vegan combo']",2022-01-18,1948,True,,1145,17
"['hamburger', 'vegan burger', 'hamburger']",2022-01-18,1949,True,,1550,16
"['salad', 'sweet potatoes', 'veggie burger', 'veggie combo']",2022-01-18,1950,True,,1345,23
"['veggie combo', 'cheesy combo']",2022-01-18,1951,True,,1770,21
"['vegan burger', 'salad', 'veggie combo']",2022-01-18,1952,True,,1065,20
"['cheese burger', 'sweet potatoes', 'hamburger']",2022-01-18,1953,True,,1580,15
"['lemonade', 'iced tea', 'cheese burger']",2022-01-18,1954,True,,910,11
"['sweet potatoes', 'lemonade']",2022-01-18,1955,True,,320,5
"['iced tea', 'veggie combo', 'veggie combo']",2022-01-18,1956,True,,1470,22
"['salad', 'sweet potatoes', 'cheese burger']",2022-01-18,1957,True,,995,14
"['lemonade', 'sweet potatoes', 'cheese burger', 'veggie combo']",2022-01-18,1958,True,,1770,22
"['cheese burger', 'cheesy combo', 'vegan combo']",2022-01-18,1959,False,Total calories exceeds 2000,2275,28
"['cheesy combo', 'vegan combo']",2022-01-18,1960,True,,1525,21
"['lemonade', 'vegan burger', 'cheese burger']",2022-01-18,1961,True,,1190,15
['vegan burger'],2022-01-18,1962,True,,350,6
"['iced tea', 'veggie combo']",2022-01-18,1963,True,,770,12
"['sweet potatoes', 'lemonade', 'veggie combo']",2022-01-18,1964,True,,1020,15
"['veggie burger', 'salad', 'cheesy combo']",2022-01-19,1965,True,,1485,21
"['lemonade', 'sweet potatoes', 'salad', 'veggie combo']",2022-01-19,1966,True,,1035,19
"['salad', 'vegan burger', 'lemonade']",2022-01-19,1967,True,,455,12
"['sweet potatoes', 'vegan combo']",2022-01-19,1968,True,,685,13
"['iced tea', 'vegan combo', 'cheesy combo']",2022-01-19,1969,True,,1595,23
"['sweet potatoes', 'vegan combo']",2022-01-19,1970,True,,685,13
"['iced tea', 'vegan combo', 'vegan combo']",2022-01-19,1971,True,,980,22
"['sweet potatoes', 'veggie burger', 'lemonade', 'vegan combo']",2022-01-19,1972,True,,1175,21
"['salad', 'cheese burger', 'cheesy combo']",2022-01-19,1973,True,,1835,22
"['veggie burger', 'veggie burger']",2022-01-19,1974,True,,800,12
"['veggie combo', 'vegan combo']",2022-01-19,1975,True,,1155,20
['hamburger'],2022-01-19,1976,True,,600,5
"['veggie combo', 'cheesy combo']",2022-01-19,1977,True,,1770,21
"['salad', 'veggie combo']",2022-01-19,1978,True,,715,14
"['vegan combo', 'veggie combo']",2022-01-19,1979,True,,1155,20
"['salad', 'cheese burger', 'lemonade', 'veggie combo']",2022-01-19,1980,True,,1555,23
"['vegan combo', 'cheesy combo']",2022-01-19,1981,True,,1525,21
"['cheese burger', 'vegan combo']",2022-01-19,1982,True,,1205,17
"['cheesy combo', 'vegan combo']",2022-01-19,1983,True,,1525,21
"['vegan burger', 'veggie combo', 'cheesy combo']",2022-01-19,1984,False,Total calories exceeds 2000,2120,27
['salad'],2022-01-19,1985,True,,15,4
['veggie burger'],2022-01-19,1986,True,,400,6
['cheese burger'],2022-01-19,1987,True,,750,7
"['veggie combo', 'vegan combo']",2022-01-19,1988,True,,1155,20
"['sweet potatoes', 'vegan combo', 'vegan combo']",2022-01-19,1989,True,,1140,23
"['cheese burger', 'vegan burger', 'veggie combo']",2022-01-19,1990,True,,1800,23
"['vegan combo', 'veggie combo']",2022-01-19,1991,True,,1155,20
"['sweet potatoes', 'salad', 'cheese burger']",2022-01-19,1992,True,,995,14
"['iced tea', 'vegan combo']",2022-01-19,1993,True,,525,12
"['cheesy combo', 'cheesy combo']",2022-01-19,1994,False,Total calories exceeds 2000,2140,22
['veggie burger'],2022-01-19,1995,True,,400,6
"['sweet potatoes', 'vegan combo']",2022-01-19,1996,True,,685,13
"['veggie burger', 'veggie combo']",2022-01-19,1997,True,,1100,16
"['cheese burger', 'veggie combo', 'cheesy combo']",2022-01-19,1998,False,Total calories exceeds 2000,2520,28
"['salad', 'vegan burger', 'veggie combo']",2022-01-19,1999,True,,1065,20
"['lemonade', 'salad', 'vegan combo']",2022-01-19,2000,True,,560,16
"['cheesy combo', 'vegan combo']",2022-01-19,2001,True,,1525,21
"['hamburger', 'salad', 'sweet potatoes', 'cheesy combo']",2022-01-19,2002,True,,1915,23
"['hamburger', 'cheesy combo', 'cheesy combo']",2022-01-19,2003,False,Total calories exceeds 2000,2740,27
"['sweet potatoes', 'vegan combo', 'veggie combo']",2022-01-19,2004,True,,1385,23
['salad'],2022-01-19,2005,True,,15,4
"['veggie burger', 'cheesy combo']",2022-01-19,2006,True,,1470,17
"['veggie combo', 'cheesy combo']",2022-01-19,2007,True,,1770,21
['veggie burger'],2022-01-19,2008,True,,400,6
"['cheese burger', 'iced tea', 'vegan combo']",2022-01-19,2009,True,,1275,19
"['vegan burger', 'salad']",2022-01-19,2010,True,,365,10
"['iced tea', 'vegan combo', 'vegan combo']",2022-01-19,2011,True,,980,22
"['veggie burger', 'vegan burger']",2022-01-19,2012,True,,750,12
"['hamburger', 'vegan burger']",2022-01-19,2013,True,,950,11
['sweet potatoes'],2022-01-19,2014,True,,230,3
"['cheese burger', 'veggie combo', 'veggie combo']",2022-01-19,2015,False,Total calories exceeds 2000,2150,27
"['cheese burger', 'hamburger', 'iced tea', 'veggie combo']",2022-01-19,2016,False,Total calories exceeds 2000,2120,24
['cheese burger'],2022-01-19,2017,True,,750,7
"['lemonade', 'cheesy combo']",2022-01-19,2018,True,,1160,13
"['lemonade', 'salad', 'veggie combo']",2022-01-19,2019,True,,805,16
"['lemonade', 'lemonade', 'cheese burger']",2022-01-19,2020,True,,930,11
"['veggie burger', 'sweet potatoes', 'vegan burger', 'cheesy combo']",2022-01-19,2021,False,Total calories exceeds 2000,2050,26
"['veggie combo', 'veggie combo']",2022-01-19,2022,True,,1400,20
"['hamburger', 'salad', 'veggie burger']",2022-01-19,2023,True,,1015,15
"['iced tea', 'sweet potatoes']",2022-01-19,2024,True,,300,5
['veggie burger'],2022-01-19,2025,True,,400,6
"['hamburger', 'veggie combo', 'veggie combo']",2022-01-19,2026,True,,2000,25
"['sweet potatoes', 'iced tea', 'salad', 'cheesy combo']",2022-01-19,2027,True,,1385,20
"['sweet potatoes', 'veggie combo', 'veggie combo']",2022-01-19,2028,True,,1630,23
['veggie burger'],2022-01-19,2029,True,,400,6
"['cheese burger', 'iced tea', 'hamburger', 'cheesy combo']",2022-01-19,2030,False,Total calories exceeds 2000,2490,25
"['veggie burger', 'vegan burger', 'vegan combo']",2022-01-19,2031,True,,1205,22
"['cheesy combo', 'vegan combo']",2022-01-19,2032,True,,1525,21
"['salad', 'iced tea', 'veggie combo']",2022-01-19,2033,True,,785,16
['cheese burger'],2022-01-19,2034,True,,750,7
"['hamburger', 'veggie burger', 'vegan combo']",2022-01-19,2035,True,,1455,21
"['veggie burger', 'veggie burger', 'lemonade']",2022-01-19,2036,True,,890,14
"['veggie combo', 'veggie combo']",2022-01-19,2037,True,,1400,20
"['cheesy combo', 'cheesy combo']",2022-01-19,2038,False,Total calories exceeds 2000,2140,22
"['vegan burger', 'cheese burger', 'veggie combo']",2022-01-19,2039,True,,1800,23
"['veggie combo', 'cheesy combo']",2022-01-19,2040,True,,1770,21
"['veggie combo', 'cheesy combo']",2022-01-19,2041,True,,1770,21
"['lemonade', 'veggie combo']",2022-01-19,2042,True,,790,12
"['veggie burger', 'iced tea']",2022-01-19,2043,True,,470,8
"['vegan burger', 'iced tea', 'veggie burger']",2022-01-19,2044,True,,820,14
"['sweet potatoes', 'veggie combo']",2022-01-19,2045,True,,930,13
"['vegan combo', 'vegan combo']",2022-01-19,2046,True,,910,20
"['salad', 'cheese burger', 'veggie burger', 'cheesy combo']",2022-01-19,2047,False,Total calories exceeds 2000,2235,28
"['sweet potatoes', 'hamburger', 'iced tea']",2022-01-19,2048,True,,900,10
"['vegan burger', 'cheese burger', 'veggie combo']",2022-01-19,2049,True,,1800,23
"['cheese burger', 'cheese burger', 'cheese burger', 'vegan combo']",2022-01-19,2050,False,Total calories exceeds 2000,2705,31
"['veggie burger', 'lemonade', 'veggie combo']",2022-01-19,2051,True,,1190,18
['iced tea'],2022-01-19,2052,True,,70,2
"['iced tea', 'veggie burger', 'sweet potatoes']",2022-01-19,2053,True,,700,11
"['veggie burger', 'lemonade']",2022-01-19,2054,True,,490,8
['salad'],2022-01-19,2055,True,,15,4
"['sweet potatoes', 'lemonade', 'vegan burger', 'cheesy combo']",2022-01-19,2056,True,,1740,22
"['salad', 'hamburger', 'sweet potatoes', 'cheesy combo']",2022-01-19,2057,True,,1915,23
"['sweet potatoes', 'veggie combo', 'cheesy combo']",2022-01-19,2058,True,,2000,24
"['veggie burger', 'cheesy combo', 'vegan combo']",2022-01-19,2059,True,,1925,27
"['cheesy combo', 'veggie combo']",2022-01-19,2060,True,,1770,21
"['hamburger', 'hamburger', 'hamburger']",2022-01-19,2061,True,,1800,15
"['lemonade', 'cheesy combo', 'vegan combo']",2022-01-19,2062,True,,1615,23
"['cheese burger', 'vegan combo']",2022-01-19,2063,True,,1205,17
['hamburger'],2022-01-19,2064,True,,600,5
"['veggie burger', 'hamburger', 'sweet potatoes']",2022-01-19,2065,True,,1230,14
"['iced tea', 'vegan combo']",2022-01-19,2066,True,,525,12
"['sweet potatoes', 'sweet potatoes', 'iced tea', 'veggie combo']",2022-01-19,2067,True,,1230,18
"['sweet potatoes', 'salad', 'veggie combo']",2022-01-19,2068,True,,945,17
"['hamburger', 'cheese burger', 'cheese burger']",2022-01-19,2069,False,Total calories exceeds 2000,2100,19
"['salad', 'lemonade', 'veggie combo']",2022-01-19,2070,True,,805,16
['cheese burger'],2022-01-19,2071,True,,750,7
"['hamburger', 'veggie combo', 'vegan combo']",2022-01-19,2072,True,,1755,25
"['vegan combo', 'veggie combo']",2022-01-19,2073,True,,1155,20
['sweet potatoes'],2022-01-19,2074,True,,230,3
"['sweet potatoes', 'veggie combo', 'veggie combo']",2022-01-19,2075,True,,1630,23
['veggie burger'],2022-01-19,2076,True,,400,6
"['veggie combo', 'cheesy combo']",2022-01-19,2077,True,,1770,21
"['veggie burger', 'vegan burger', 'veggie burger', 'cheesy combo']",2022-01-19,2078,False,Total calories exceeds 2000,2220,29
['vegan burger'],2022-01-19,2079,True,,350,6
"['iced tea', 'salad']",2022-01-19,2080,True,,85,6
"['vegan combo', 'vegan combo']",2022-01-19,2081,True,,910,20
['sweet potatoes'],2022-01-19,2082,True,,230,3
"['hamburger', 'veggie combo', 'vegan combo']",2022-01-19,2083,True,,1755,25
"['sweet potatoes', 'cheesy combo', 'veggie combo']",2022-01-19,2084,True,,2000,24
"['iced tea', 'cheese burger', 'cheese burger']",2022-01-19,2085,True,,1570,16
"['iced tea', 'iced tea', 'veggie combo']",2022-01-19,2086,True,,840,14
"['veggie burger', 'salad', 'vegan burger', 'cheesy combo']",2022-01-19,2087,True,,1835,27
"['cheese burger', 'cheese burger']",2022-01-19,2088,True,,1500,14
"['cheese burger', 'cheesy combo']",2022-01-19,2089,True,,1820,18
"['sweet potatoes', 'cheesy combo']",2022-01-19,2090,True,,1300,14
"['lemonade', 'hamburger']",2022-01-19,2091,True,,690,7
"['hamburger', 'hamburger', 'vegan burger']",2022-01-19,2092,True,,1550,16
"['cheese burger', 'hamburger', 'cheesy combo']",2022-01-19,2093,False,Total calories exceeds 2000,2420,23
"['sweet potatoes', 'vegan burger', 'iced tea']",2022-01-19,2094,True,,650,11
"['vegan burger', 'vegan burger', 'salad', 'vegan combo']",2022-01-19,2095,True,,1170,26
"['sweet potatoes', 'veggie combo', 'veggie combo']",2022-01-19,2096,True,,1630,23
"['hamburger', 'hamburger', 'sweet potatoes']",2022-01-19,2097,True,,1430,13
"['sweet potatoes', 'vegan combo']",2022-01-19,2098,True,,685,13
"['vegan combo', 'vegan combo']",2022-01-19,2099,True,,910,20
"['sweet potatoes', 'veggie burger', 'sweet potatoes', 'cheesy combo']",2022-01-19,2100,True,,1930,23
"['veggie burger', 'cheese burger', 'veggie combo']",2022-01-19,2101,True,,1850,23
"['veggie combo', 'vegan combo']",2022-01-19,2102,True,,1155,20
"['veggie burger', 'cheese burger']",2022-01-19,2103,True,,1150,13
"['vegan combo', 'cheesy combo']",2022-01-19,2104,True,,1525,21
"['vegan burger', 'vegan burger', 'cheesy combo']",2022-01-19,2105,True,,1770,23
"['veggie combo', 'cheesy combo']",2022-01-19,2106,True,,1770,21
"['vegan burger', 'iced tea', 'cheesy combo']",2022-01-19,2107,True,,1490,19
"['salad', 'cheese burger']",2022-01-20,2108,True,,765,11
"['cheese burger', 'cheesy combo']",2022-01-20,2109,True,,1820,18
"['veggie burger', 'cheesy combo']",2022-01-20,2110,True,,1470,17
"['lemonade', 'hamburger', 'cheese burger', 'cheesy combo']",2022-01-20,2111,False,Total calories exceeds 2000,2510,25
"['lemonade', 'sweet potatoes', 'veggie combo']",2022-01-20,2112,True,,1020,15
"['lemonade', 'sweet potatoes', 'sweet potatoes']",2022-01-20,2113,True,,550,8
"['lemonade', 'veggie burger', 'vegan combo']",2022-01-20,2114,True,,945,18
"['veggie burger', 'vegan burger']",2022-01-20,2115,True,,750,12
"['vegan burger', 'sweet potatoes']",2022-01-20,2116,True,,580,9
"['hamburger', 'lemonade', 'iced tea', 'veggie combo']",2022-01-20,2117,True,,1460,19
"['cheesy combo', 'vegan combo']",2022-01-20,2118,True,,1525,21
"['salad', 'hamburger', 'cheese burger', 'vegan combo']",2022-01-20,2119,True,,1820,26
['salad'],2022-01-20,2120,True,,15,4
"['hamburger', 'sweet potatoes', 'salad']",2022-01-20,2121,True,,845,12
"['lemonade', 'cheesy combo', 'veggie combo']",2022-01-20,2122,True,,1860,23
"['hamburger', 'veggie combo', 'veggie combo']",2022-01-20,2123,True,,2000,25
"['lemonade', 'veggie combo', 'cheesy combo']",2022-01-20,2124,True,,1860,23
"['veggie burger', 'vegan burger', 'lemonade', 'veggie combo']",2022-01-20,2125,True,,1540,24
"['cheese burger', 'sweet potatoes', 'veggie burger']",2022-01-20,2126,True,,1380,16
"['veggie burger', 'veggie combo', 'cheesy combo']",2022-01-20,2127,False,Total calories exceeds 2000,2170,27
"['vegan burger', 'hamburger', 'veggie combo']",2022-01-20,2128,True,,1650,21
"['veggie burger', 'hamburger']",2022-01-20,2129,True,,1000,11
"['salad', 'cheesy combo', 'veggie combo']",2022-01-20,2130,True,,1785,25
"['vegan burger', 'salad', 'veggie combo']",2022-01-20,2131,True,,1065,20
"['sweet potatoes', 'vegan burger', 'veggie combo']",2022-01-20,2132,True,,1280,19
"['lemonade', 'vegan burger', 'vegan burger', 'veggie combo']",2022-01-20,2133,True,,1490,24
"['hamburger', 'veggie combo', 'cheesy combo']",2022-01-20,2134,False,Total calories exceeds 2000,2370,26
['lemonade'],2022-01-20,2135,True,,90,2
"['iced tea', 'veggie combo', 'cheesy combo']",2022-01-20,2136,True,,1840,23
"['salad', 'hamburger', 'vegan burger', 'veggie combo']",2022-01-20,2137,True,,1665,25
"['veggie combo', 'veggie combo']",2022-01-20,2138,True,,1400,20
"['hamburger', 'veggie combo']",2022-01-20,2139,True,,1300,15
"['cheesy combo', 'cheesy combo']",2022-01-20,2140,False,Total calories exceeds 2000,2140,22
"['iced tea', 'cheesy combo', 'cheesy combo']",2022-01-20,2141,False,Total calories exceeds 2000,2210,24
"['vegan burger', 'vegan burger', 'vegan burger', 'cheesy combo']",2022-01-20,2142,False,Total calories exceeds 2000,2120,29
"['cheese burger', 'lemonade', 'sweet potatoes', 'vegan combo']",2022-01-20,2143,True,,1525,22
['veggie burger'],2022-01-20,2144,True,,400,6
"['sweet potatoes', 'vegan burger', 'veggie combo']",2022-01-20,2145,True,,1280,19
"['vegan burger', 'vegan combo']",2022-01-20,2146,True,,805,16
"['hamburger', 'sweet potatoes', 'cheesy combo']",2022-01-20,2147,True,,1900,19
['iced tea'],2022-01-20,2148,True,,70,2
"['salad', 'iced tea']",2022-01-20,2149,True,,85,6
"['cheese burger', 'lemonade', 'veggie combo']",2022-01-20,2150,True,,1540,19
"['cheese burger', 'hamburger', 'sweet potatoes']",2022-01-20,2151,True,,1580,15
"['veggie burger', 'cheese burger', 'cheese burger']",2022-01-20,2152,True,,1900,20
"['hamburger', 'cheesy combo', 'vegan combo']",2022-01-20,2153,False,Total calories exceeds 2000,2125,26
"['hamburger', 'sweet potatoes', 'cheese burger', 'cheesy combo']",2022-01-20,2154,False,Total calories exceeds 2000,2650,26
"['veggie combo', 'vegan combo']",2022-01-20,2155,True,,1155,20
"['cheese burger', 'cheesy combo']",2022-01-20,2156,True,,1820,18
"['hamburger', 'cheesy combo', 'cheesy combo']",2022-01-20,2157,False,Total calories exceeds 2000,2740,27
"['iced tea', 'cheesy combo', 'vegan combo']",2022-01-20,2158,True,,1595,23
"['veggie burger', 'vegan combo', 'vegan combo']",2022-01-20,2159,True,,1310,26
"['vegan burger', 'cheese burger', 'hamburger']",2022-01-20,2160,True,,1700,18
"['vegan burger', 'hamburger', 'cheesy combo']",2022-01-20,2161,False,Total calories exceeds 2000,2020,22
"['sweet potatoes', 'salad', 'veggie combo']",2022-01-20,2162,True,,945,17
"['cheese burger', 'veggie combo']",2022-01-20,2163,True,,1450,17
"['veggie combo', 'cheesy combo']",2022-01-20,2164,True,,1770,21
"['sweet potatoes', 'veggie combo', 'cheesy combo']",2022-01-20,2165,True,,2000,24
['hamburger'],2022-01-20,2166,True,,600,5
"['vegan combo', 'cheesy combo']",2022-01-20,2167,True,,1525,21
"['sweet potatoes', 'veggie burger', 'cheesy combo']",2022-01-20,2168,True,,1700,20
"['vegan combo', 'veggie combo']",2022-01-20,2169,True,,1155,20
"['vegan burger', 'lemonade', 'iced tea']",2022-01-20,2170,True,,510,10
"['veggie burger', 'veggie combo', 'cheesy combo']",2022-01-20,2171,False,Total calories exceeds 2000,2170,27
"['veggie burger', 'salad', 'lemonade', 'vegan combo']",2022-01-20,2172,True,,960,22
"['veggie burger', 'cheese burger']",2022-01-20,2173,True,,1150,13
"['hamburger', 'veggie combo', 'vegan combo']",2022-01-20,2174,True,,1755,25
"['salad', 'iced tea', 'veggie combo']",2022-01-20,2175,True,,785,16
"['vegan combo', 'cheesy combo']",2022-01-20,2176,True,,1525,21
"['sweet potatoes', 'lemonade', 'lemonade', 'vegan combo']",2022-01-20,2177,True,,865,17
"['iced tea', 'iced tea', 'hamburger']",2022-01-20,2178,True,,740,9
"['veggie burger', 'cheesy combo']",2022-01-20,2179,True,,1470,17
"['lemonade', 'lemonade', 'cheese burger']",2022-01-20,2180,True,,930,11
"['hamburger', 'lemonade']",2022-01-20,2181,True,,690,7
['vegan burger'],2022-01-21,2182,True,,350,6
"['vegan burger', 'veggie burger', 'veggie combo']",2022-01-21,2183,True,,1450,22
"['vegan combo', 'cheesy combo']",2022-01-21,2184,True,,1525,21
['cheese burger'],2022-01-21,2185,True,,750,7
"['lemonade', 'cheesy combo', 'vegan combo']",2022-01-21,2186,True,,1615,23
"['vegan burger', 'lemonade', 'cheesy combo']",2022-01-21,2187,True,,1510,19
"['sweet potatoes', 'salad', 'veggie burger', 'vegan combo']",2022-01-21,2188,True,,1100,23
"['hamburger', 'cheesy combo', 'cheesy combo']",2022-01-21,2189,False,Total calories exceeds 2000,2740,27
"['iced tea', 'cheesy combo', 'cheesy combo']",2022-01-21,2190,False,Total calories exceeds 2000,2210,24
"['veggie combo', 'cheesy combo']",2022-01-21,2191,True,,1770,21
"['sweet potatoes', 'veggie burger', 'vegan combo']",2022-01-21,2192,True,,1085,19
"['sweet potatoes', 'sweet potatoes', 'hamburger', 'veggie combo']",2022-01-21,2193,True,,1760,21
"['vegan combo', 'vegan combo']",2022-01-21,2194,True,,910,20
"['veggie burger', 'vegan combo', 'cheesy combo']",2022-01-21,2195,True,,1925,27
"['hamburger', 'salad', 'veggie burger', 'veggie combo']",2022-01-21,2196,True,,1715,25
"['cheesy combo', 'veggie combo']",2022-01-21,2197,True,,1770,21
['veggie burger'],2022-01-21,2198,True,,400,6
"['hamburger', 'hamburger', 'salad']",2022-01-21,2199,True,,1215,14
"['hamburger', 'iced tea', 'veggie burger', 'vegan combo']",2022-01-21,2200,True,,1525,23
"['cheese burger', 'iced tea', 'vegan burger']",2022-01-21,2201,True,,1170,15
"['hamburger', 'cheesy combo', 'cheesy combo']",2022-01-21,2202,False,Total calories exceeds 2000,2740,27
"['hamburger', 'veggie burger', 'vegan combo']",2022-01-21,2203,True,,1455,21
"['hamburger', 'salad', 'hamburger', 'cheesy combo']",2022-01-21,2204,False,Total calories exceeds 2000,2285,25
"['vegan combo', 'vegan combo']",2022-01-21,2205,True,,910,20
"['vegan burger', 'veggie combo']",2022-01-21,2206,True,,1050,16
"['vegan combo', 'cheesy combo']",2022-01-21,2207,True,,1525,21
"['veggie burger', 'veggie combo', 'vegan combo']",2022-01-21,2208,True,,1555,26
"['veggie burger', 'cheese burger', 'sweet potatoes', 'veggie combo']",2022-01-21,2209,False,Total calories exceeds 2000,2080,26
"['lemonade', 'veggie combo', 'cheesy combo']",2022-01-21,2210,True,,1860,23
"['sweet potatoes', 'sweet potatoes']",2022-01-21,2211,True,,460,6
"['hamburger', 'hamburger', 'lemonade', 'cheesy combo']",2022-01-21,2212,False,Total calories exceeds 2000,2360,23
"['sweet potatoes', 'veggie burger']",2022-01-21,2213,True,,630,9
"['cheese burger', 'vegan combo', 'cheesy combo']",2022-01-21,2214,False,Total calories exceeds 2000,2275,28
"['sweet potatoes', 'veggie burger']",2022-01-21,2215,True,,630,9
"['vegan burger', 'cheesy combo']",2022-01-21,2216,True,,1420,17
"['vegan combo', 'veggie combo']",2022-01-21,2217,True,,1155,20
['cheese burger'],2022-01-21,2218,True,,750,7
"['lemonade', 'vegan combo', 'cheesy combo']",2022-01-21,2219,True,,1615,23
"['sweet potatoes', 'vegan burger', 'veggie burger']",2022-01-21,2220,True,,980,15
"['salad', 'vegan combo', 'veggie combo']",2022-01-21,2221,True,,1170,24
"['vegan burger', 'veggie burger', 'veggie combo']",2022-01-21,2222,True,,1450,22
"['salad', 'iced tea', 'hamburger', 'vegan combo']",2022-01-21,2223,True,,1140,21
"['cheesy combo', 'vegan combo']",2022-01-21,2224,True,,1525,21
"['iced tea', 'vegan burger']",2022-01-21,2225,True,,420,8
"['hamburger', 'lemonade', 'sweet potatoes']",2022-01-21,2226,True,,920,10
"['salad', 'vegan burger']",2022-01-21,2227,True,,365,10
"['cheese burger', 'vegan combo', 'vegan combo']",2022-01-21,2228,True,,1660,27
['salad'],2022-01-21,2229,True,,15,4
['salad'],2022-01-21,2230,True,,15,4
"['vegan combo', 'veggie combo']",2022-01-21,2231,True,,1155,20
"['cheese burger', 'sweet potatoes', 'cheesy combo']",2022-01-21,2232,False,Total calories exceeds 2000,2050,21
"['sweet potatoes', 'cheesy combo', 'cheesy combo']",2022-01-21,2233,False,Total calories exceeds 2000,2370,25
"['iced tea', 'iced tea', 'lemonade']",2022-01-21,2234,True,,230,6
"['hamburger', 'vegan burger']",2022-01-21,2235,True,,950,11
"['cheese burger', 'cheesy combo', 'vegan combo']",2022-01-21,2236,False,Total calories exceeds 2000,2275,28
"['lemonade', 'iced tea', 'cheese burger']",2022-01-21,2237,True,,910,11
"['sweet potatoes', 'iced tea']",2022-01-21,2238,True,,300,5
"['hamburger', 'hamburger']",2022-01-21,2239,True,,1200,10
"['vegan burger', 'iced tea']",2022-01-21,2240,True,,420,8
"['iced tea', 'lemonade', 'veggie combo']",2022-01-21,2241,True,,860,14
"['vegan burger', 'lemonade', 'sweet potatoes', 'vegan combo']",2022-01-21,2242,True,,1125,21
"['salad', 'veggie burger']",2022-01-21,2243,True,,415,10
"['veggie burger', 'sweet potatoes', 'veggie burger', 'cheesy combo']",2022-01-21,2244,False,Total calories exceeds 2000,2100,26
"['veggie burger', 'cheese burger', 'iced tea', 'cheesy combo']",2022-01-21,2245,False,Total calories exceeds 2000,2290,26
"['salad', 'cheesy combo', 'veggie combo']",2022-01-21,2246,True,,1785,25
"['veggie combo', 'cheesy combo']",2022-01-21,2247,True,,1770,21
"['iced tea', 'lemonade']",2022-01-21,2248,True,,160,4
"['veggie combo', 'vegan combo']",2022-01-21,2249,True,,1155,20
"['vegan combo', 'veggie combo']",2022-01-21,2250,True,,1155,20
"['cheese burger', 'cheesy combo']",2022-01-21,2251,True,,1820,18
['lemonade'],2022-01-21,2252,True,,90,2
['cheese burger'],2022-01-21,2253,True,,750,7
"['veggie burger', 'vegan combo', 'vegan combo']",2022-01-21,2254,True,,1310,26
"['hamburger', 'iced tea']",2022-01-21,2255,True,,670,7
"['cheese burger', 'iced tea', 'iced tea', 'cheesy combo']",2022-01-21,2256,True,,1960,22
"['cheesy combo', 'vegan combo']",2022-01-21,2257,True,,1525,21
['salad'],2022-01-21,2258,True,,15,4
"['salad', 'cheese burger', 'cheese burger']",2022-01-21,2259,True,,1515,18
"['lemonade', 'cheese burger', 'hamburger']",2022-01-21,2260,True,,1440,14
"['cheese burger', 'veggie burger', 'cheese burger']",2022-01-21,2261,True,,1900,20
['iced tea'],2022-01-21,2262,True,,70,2
"['cheesy combo', 'cheesy combo']",2022-01-21,2263,False,Total calories exceeds 2000,2140,22
"['cheese burger', 'salad', 'cheese burger']",2022-01-21,2264,True,,1515,18
"['hamburger', 'iced tea', 'sweet potatoes']",2022-01-21,2265,True,,900,10
"['vegan combo', 'vegan combo']",2022-01-21,2266,True,,910,20
"['sweet potatoes', 'vegan combo', 'cheesy combo']",2022-01-21,2267,True,,1755,24
"['cheesy combo', 'cheesy combo']",2022-01-21,2268,False,Total calories exceeds 2000,2140,22
"['veggie burger', 'sweet potatoes', 'lemonade', 'veggie combo']",2022-01-21,2269,True,,1420,21
